2 0 The parent also publishes weeklies shopping guides and specialty magazines	The parent also published weeklies shopping guides and specialty magazines
2 1 The parent also publishes weeklies shopping guides and specialty magazines	The parent published weeklies shopping guides and specialty magazines
3 0 The parent also publishes weeklies shopping guides and specialty magazines	The parent also publishs weeklies shopping guides and specialty magazines
3 1 The parent also publishes weeklies shopping guides and specialty magazines	The parent publishs weeklies shopping guides and specialty magazines
0 0 Revenue eased 0.3 % to 3.45 billion from 3.46 billion	Revenue eased 0.3 % to 3.45 billion from 3.46 billion
1 0 Revenue eased 0.3 % to 3.45 billion from 3.46 billion	Revenue will ease 0.3 % to 3.45 billion from 3.46 billion
3 0 Revenue eased 0.3 % to 3.45 billion from 3.46 billion	Revenue eases 0.3 % to 3.45 billion from 3.46 billion
0 0 Terms of the transaction were n't disclosed	Terms of the transaction were n't disclosed
1 0 Terms of the transaction were n't disclosed	Terms of the transaction will not be disclosed
3 0 Terms of the transaction were n't disclosed	Terms of the transaction is n't disclosed
0 0 MINORITY RECRUITING has yet to meet hopes raised by Bush administration	MINORITY RECRUITING has yet to meet hopes raised by Bush administration
0 1 MINORITY RECRUITING has yet to meet hopes raised by Bush administration	MINORITY RECRUITING has to meet hopes raised by Bush administration
1 0 MINORITY RECRUITING has yet to meet hopes raised by Bush administration	MINORITY RECRUITING will have yet to meet hopes will raised by Bush administration
1 1 MINORITY RECRUITING has yet to meet hopes raised by Bush administration	MINORITY RECRUITING will have to meet hopes will raised by Bush administration
2 0 MINORITY RECRUITING has yet to meet hopes raised by Bush administration	MINORITY RECRUITING had yet to meet hopes raised by Bush administration
2 1 MINORITY RECRUITING has yet to meet hopes raised by Bush administration	MINORITY RECRUITING had to meet hopes raised by Bush administration
0 0 The perception lingers says an official at a major industrial company	The perception lingers says an official at a major industrial company
0 1 The perception lingers says an official at a major industrial company	The perception lingers says an official at a company
1 0 The perception lingers says an official at a major industrial company	The perception will linger will say an official at a major industrial company
1 1 The perception lingers says an official at a major industrial company	The perception will linger will say an official at a company
2 0 The perception lingers says an official at a major industrial company	The perception lingered said an official at a major industrial company
2 1 The perception lingers says an official at a major industrial company	The perception lingered said an official at a company
0 0 Is there really a commitment or an illusion of activity he asks	Is there really a commitment or an illusion of activity he asks
0 1 Is there really a commitment or an illusion of activity he asks	Is there a commitment or an illusion of activity he asks
1 0 Is there really a commitment or an illusion of activity he asks	Is there really a commitment or an illusion of activity he will ask
1 1 Is there really a commitment or an illusion of activity he asks	Is there a commitment or an illusion of activity he will ask
2 0 Is there really a commitment or an illusion of activity he asks	Is there really a commitment or an illusion of activity he asked
2 1 Is there really a commitment or an illusion of activity he asks	Is there a commitment or an illusion of activity he asked
0 0 Samuel Hall Howard University 's placement director also does n't see it	Samuel Hall Howard University 's placement director also does n't see it
0 1 Samuel Hall Howard University 's placement director also does n't see it	Samuel Hall Howard University 's placement director does n't see it
1 0 Samuel Hall Howard University 's placement director also does n't see it	Samuel Hall Howard University 's placement director also will not see it
1 1 Samuel Hall Howard University 's placement director also does n't see it	Samuel Hall Howard University 's placement director will not see it
2 0 Samuel Hall Howard University 's placement director also does n't see it	Samuel Hall Howard University 's placement director also did n't see it
2 1 Samuel Hall Howard University 's placement director also does n't see it	Samuel Hall Howard University 's placement director did n't see it
0 0 And he questions the White House dedication	And he questions the White House dedication
1 0 And he questions the White House dedication	And he will question the White House dedication
2 0 And he questions the White House dedication	And he questioned the White House dedication
0 0 I do n't think the Bush administration has done anything he says	I do n't think the Bush administration has done anything he says
1 0 I do n't think the Bush administration has done anything he says	I will not think the Bush administration has done anything he will say
2 0 I do n't think the Bush administration has done anything he says	I did n't think the Bush administration had done anything he said
0 0 Recruiter Donald Clark does note an increase in searches for minority candidates	Recruiter Donald Clark does note an increase in searches for minority candidates
1 0 Recruiter Donald Clark does note an increase in searches for minority candidates	Recruiter Donald Clark will note an increase in searches for minority candidates
2 0 Recruiter Donald Clark does note an increase in searches for minority candidates	Recruiter Donald Clark did note an increase in searches for minority candidates
0 0 PAY FOR PERFORMANCE hangs mostly on boss 's subjective view	PAY FOR PERFORMANCE hangs mostly on boss 's subjective view
0 1 PAY FOR PERFORMANCE hangs mostly on boss 's subjective view	PAY FOR PERFORMANCE hangs on boss 's view
1 0 PAY FOR PERFORMANCE hangs mostly on boss 's subjective view	PAY FOR PERFORMANCE will hang mostly on boss 's subjective view
1 1 PAY FOR PERFORMANCE hangs mostly on boss 's subjective view	PAY FOR PERFORMANCE will hang on boss 's view
2 0 PAY FOR PERFORMANCE hangs mostly on boss 's subjective view	PAY FOR PERFORMANCE hung mostly on boss 's subjective view
2 1 PAY FOR PERFORMANCE hangs mostly on boss 's subjective view	PAY FOR PERFORMANCE hung on boss 's view
0 0 Many companies have set up machinery to assure workers a fair shake	Many companies have set up machinery to assure workers a fair shake
0 1 Many companies have set up machinery to assure workers a fair shake	companies have set up machinery to assure workers a shake
1 0 Many companies have set up machinery to assure workers a fair shake	Many companies will have set up machinery to assure workers a fair shake
1 1 Many companies have set up machinery to assure workers a fair shake	companies will have set up machinery to assure workers a shake
2 0 Many companies have set up machinery to assure workers a fair shake	Many companies had set up machinery to assure workers a fair shake
2 1 Many companies have set up machinery to assure workers a fair shake	companies had set up machinery to assure workers a shake
0 0 JAPANESE COMPANIES fare best in U.S. when they give Americans more say	JAPANESE COMPANIES fare best in U.S. when they give Americans more say
0 1 JAPANESE COMPANIES fare best in U.S. when they give Americans more say	COMPANIES fare in U.S. when they give Americans say
1 0 JAPANESE COMPANIES fare best in U.S. when they give Americans more say	JAPANESE COMPANIES will fare best in U.S. when they will give Americans more say
1 1 JAPANESE COMPANIES fare best in U.S. when they give Americans more say	COMPANIES will fare in U.S. when they will give Americans say
2 0 JAPANESE COMPANIES fare best in U.S. when they give Americans more say	JAPANESE COMPANIES fared best in U.S. when they gave Americans more say
2 1 JAPANESE COMPANIES fare best in U.S. when they give Americans more say	COMPANIES fared in U.S. when they gave Americans say
3 0 JAPANESE COMPANIES fare best in U.S. when they give Americans more say	JAPANESE COMPANIES fares best in U.S. when they give Americans more say
3 1 JAPANESE COMPANIES fare best in U.S. when they give Americans more say	COMPANIES fares in U.S. when they give Americans say
