1 2 a bigger break than those currently held would be got by Newly acquired assets	Newly acquired assets would get a bigger break
1 0 a bigger break than those currently held would be got by Newly acquired assets	a bigger break would be got
1 1 Newly acquired assets would get a bigger break than those currently held	a bigger break would be got
0 1 Workers could dial out but they could n't receive telephone calls	Workers could dial out but telephone calls could n't be received by them
0 2 Workers could dial out but telephone calls could n't be received by them	Workers could dial out but they could n't receive telephone calls
1 0 Workers could dial out but telephone calls could n't be received by them	Workers could dial out but telephone calls could n't be received
1 1 Workers could dial out but they could n't receive telephone calls	Workers could dial out but telephone calls could n't be received
0 1 President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties was signed by President Bush
0 2 a disaster declaration covering seven Northern California counties was signed by President Bush	President Bush signed a disaster declaration covering seven Northern California counties
1 0 a disaster declaration covering seven Northern California counties was signed by President Bush	a disaster declaration covering seven Northern California counties was signed
1 1 President Bush signed a disaster declaration covering seven Northern California counties	a disaster declaration covering seven Northern California counties was signed
0 1 The account currently has 220 million	220 million currently are had by The account
0 2 220 million currently are had by The account	The account currently has 220 million
1 0 220 million currently are had by The account	220 million currently are had
1 1 The account currently has 220 million	220 million currently are had
0 1 The I-880 section had completed the first phase of the retrofitting	the first phase of the retrofitting had been completed by The I-880 section
0 2 the first phase of the retrofitting had been completed by The I-880 section	The I-880 section had completed the first phase of the retrofitting
1 0 The I-880 section had completed the first phase of the retrofitting	The I-880 section had completed the first phase
1 2 the first phase of the retrofitting had been completed by The I-880 section	The I-880 section had completed the first phase
1 0 the first phase of the retrofitting had been completed by The I-880 section	the first phase had been completed
1 1 The I-880 section had completed the first phase of the retrofitting	the first phase had been completed
0 1 Silicon Valley heaved a sigh of relief yesterday	a sigh of relief was heaved by Silicon Valley yesterday
0 2 a sigh of relief was heaved by Silicon Valley yesterday	Silicon Valley heaved a sigh of relief yesterday
1 0 Silicon Valley heaved a sigh of relief yesterday	Silicon Valley heaved a sigh yesterday
1 2 a sigh of relief was heaved by Silicon Valley yesterday	Silicon Valley heaved a sigh yesterday
1 0 a sigh of relief was heaved by Silicon Valley yesterday	a sigh was heaved yesterday
1 1 Silicon Valley heaved a sigh of relief yesterday	a sigh was heaved yesterday
0 1 They then run remotely controlled self-diagnostic programs	remotely controlled self-diagnostic programs then are run by them
0 2 remotely controlled self-diagnostic programs then are run by them	They then run remotely controlled self-diagnostic programs
1 0 remotely controlled self-diagnostic programs then are run by them	remotely controlled self-diagnostic programs then are run
1 1 They then run remotely controlled self-diagnostic programs	remotely controlled self-diagnostic programs then are run
0 1 Digital also said it has dispatched teams of technicians to California	Digital also said teams of technicians have been dispatched by it to California
0 2 Digital also said teams of technicians have been dispatched by it to California	Digital also said it has dispatched teams of technicians to California
1 0 Digital also said it has dispatched teams of technicians to California	Digital also said it has dispatched teams
1 2 Digital also said teams of technicians have been dispatched by it to California	Digital also said it has dispatched teams
1 0 Digital also said teams of technicians have been dispatched by it to California	Digital also said teams have been dispatched
1 1 Digital also said it has dispatched teams of technicians to California	Digital also said teams have been dispatched
0 1 Already the 1982 legislation has saved an estimated 800 million	Already an estimated 800 million have been saved by the 1982 legislation
0 2 Already an estimated 800 million have been saved by the 1982 legislation	Already the 1982 legislation has saved an estimated 800 million
1 0 Already an estimated 800 million have been saved by the 1982 legislation	Already an estimated 800 million have been saved
1 1 Already the 1982 legislation has saved an estimated 800 million	Already an estimated 800 million have been saved
0 1 Anti-nuclear activists took a less positive view	a less positive view was taken by Anti-nuclear activists
0 2 a less positive view was taken by Anti-nuclear activists	Anti-nuclear activists took a less positive view
1 0 a less positive view was taken by Anti-nuclear activists	a less positive view was taken
1 1 Anti-nuclear activists took a less positive view	a less positive view was taken
0 1 The successful launch continues a remarkable recovery in the U.S. space-science program	a remarkable recovery in the U.S. space-science program is continued by The successful launch
0 2 a remarkable recovery in the U.S. space-science program is continued by The successful launch	The successful launch continues a remarkable recovery in the U.S. space-science program
1 0 The successful launch continues a remarkable recovery in the U.S. space-science program	The successful launch continues a remarkable recovery
1 2 a remarkable recovery in the U.S. space-science program is continued by The successful launch	The successful launch continues a remarkable recovery
1 0 a remarkable recovery in the U.S. space-science program is continued by The successful launch	a remarkable recovery is continued
1 1 The successful launch continues a remarkable recovery in the U.S. space-science program	a remarkable recovery is continued
0 1 The slack absorbs the pulling strain generated by an earthquake	the pulling strain generated by an earthquake is absorbed by The slack
0 2 the pulling strain generated by an earthquake is absorbed by The slack	The slack absorbs the pulling strain generated by an earthquake
1 0 The slack absorbs the pulling strain generated by an earthquake	The slack absorbs the pulling strain generated
1 2 the pulling strain generated by an earthquake is absorbed by The slack	The slack absorbs the pulling strain generated
1 0 the pulling strain generated by an earthquake is absorbed by The slack	the pulling strain generated is absorbed
1 1 The slack absorbs the pulling strain generated by an earthquake	the pulling strain generated is absorbed
0 1 Officials expect difficulty routing traffic through downtown San Francisco	difficulty routing traffic through downtown San Francisco is expected by Officials
0 2 difficulty routing traffic through downtown San Francisco is expected by Officials	Officials expect difficulty routing traffic through downtown San Francisco
1 0 Officials expect difficulty routing traffic through downtown San Francisco	Officials expect difficulty routing traffic
1 2 difficulty routing traffic through downtown San Francisco is expected by Officials	Officials expect difficulty routing traffic
1 0 difficulty routing traffic through downtown San Francisco is expected by Officials	difficulty routing traffic is expected
1 1 Officials expect difficulty routing traffic through downtown San Francisco	difficulty routing traffic is expected
0 1 Mr. Bandler puts traffic volume at 10 to 50 times normal	traffic volume is put by Mr. Bandler at 10 to 50 times normal
0 2 traffic volume is put by Mr. Bandler at 10 to 50 times normal	Mr. Bandler puts traffic volume at 10 to 50 times normal
1 0 Mr. Bandler puts traffic volume at 10 to 50 times normal	Mr. Bandler puts traffic volume
1 2 traffic volume is put by Mr. Bandler at 10 to 50 times normal	Mr. Bandler puts traffic volume
1 0 traffic volume is put by Mr. Bandler at 10 to 50 times normal	traffic volume is put
1 1 Mr. Bandler puts traffic volume at 10 to 50 times normal	traffic volume is put
0 1 Her parents lost everything in the 1906 earthquake	everything was lost by Her parents in the 1906 earthquake
0 2 everything was lost by Her parents in the 1906 earthquake	Her parents lost everything in the 1906 earthquake
1 0 Her parents lost everything in the 1906 earthquake	Her parents lost everything
1 2 everything was lost by Her parents in the 1906 earthquake	Her parents lost everything
1 0 everything was lost by Her parents in the 1906 earthquake	everything was lost
1 1 Her parents lost everything in the 1906 earthquake	everything was lost
0 1 Revenue slipped 4.6 % to 835 million from 876 million	4.6 % was slipped by Revenue to 835 million from 876 million
0 2 4.6 % was slipped by Revenue to 835 million from 876 million	Revenue slipped 4.6 % to 835 million from 876 million
1 0 Revenue slipped 4.6 % to 835 million from 876 million	Revenue slipped 4.6 %
1 2 4.6 % was slipped by Revenue to 835 million from 876 million	Revenue slipped 4.6 %
1 0 4.6 % was slipped by Revenue to 835 million from 876 million	4.6 % was slipped
1 1 Revenue slipped 4.6 % to 835 million from 876 million	4.6 % was slipped
0 1 In New York Stock Exchange composite trading Dayton rose 1 to 61.125	In New York Stock Exchange composite trading 1 were risen by Dayton to 61.125
0 2 In New York Stock Exchange composite trading 1 were risen by Dayton to 61.125	In New York Stock Exchange composite trading Dayton rose 1 to 61.125
1 0 In New York Stock Exchange composite trading Dayton rose 1 to 61.125	Dayton rose 1
1 2 In New York Stock Exchange composite trading 1 were risen by Dayton to 61.125	Dayton rose 1
1 0 In New York Stock Exchange composite trading 1 were risen by Dayton to 61.125	1 were risen
1 1 In New York Stock Exchange composite trading Dayton rose 1 to 61.125	1 were risen
0 1 But U.S. officials have strong doubts that he is a reformer	But strong doubts that he is a reformer are had by U.S. officials
0 2 But strong doubts that he is a reformer are had by U.S. officials	But U.S. officials have strong doubts that he is a reformer
1 0 But strong doubts that he is a reformer are had by U.S. officials	But strong doubts that he is a reformer are had
1 1 But U.S. officials have strong doubts that he is a reformer	But strong doubts that he is a reformer are had
0 1 However Mr. Krenz also has a reputation for being politically savvy	However a reputation for being politically savvy also is had by Mr. Krenz
0 2 However a reputation for being politically savvy also is had by Mr. Krenz	However Mr. Krenz also has a reputation for being politically savvy
1 0 However Mr. Krenz also has a reputation for being politically savvy	However Mr. Krenz also has a reputation
1 2 However a reputation for being politically savvy also is had by Mr. Krenz	However Mr. Krenz also has a reputation
1 0 However a reputation for being politically savvy also is had by Mr. Krenz	However a reputation also is had
1 1 However Mr. Krenz also has a reputation for being politically savvy	However a reputation also is had
0 1 The selection of Mr. Krenz may also disappoint Moscow	Moscow may also be disappointed by The selection of Mr. Krenz
0 2 Moscow may also be disappointed by The selection of Mr. Krenz	The selection of Mr. Krenz may also disappoint Moscow
1 0 The selection of Mr. Krenz may also disappoint Moscow	The selection may also disappoint Moscow
1 2 Moscow may also be disappointed by The selection of Mr. Krenz	The selection may also disappoint Moscow
1 0 Moscow may also be disappointed by The selection of Mr. Krenz	Moscow may also be disappointed
1 1 The selection of Mr. Krenz may also disappoint Moscow	Moscow may also be disappointed
0 1 One of their pastors has envisioned a new utopia of creative socialism	a new utopia of creative socialism has been envisioned by One of their pastors
0 2 a new utopia of creative socialism has been envisioned by One of their pastors	One of their pastors has envisioned a new utopia of creative socialism
1 0 One of their pastors has envisioned a new utopia of creative socialism	One has envisioned a new utopia
1 2 a new utopia of creative socialism has been envisioned by One of their pastors	One has envisioned a new utopia
1 0 a new utopia of creative socialism has been envisioned by One of their pastors	a new utopia has been envisioned
1 1 One of their pastors has envisioned a new utopia of creative socialism	a new utopia has been envisioned
0 1 Total operating expenses increased 3.5 % to 2.78 billion from 2.69 billion	3.5 % was increased by Total operating expenses to 2.78 billion from 2.69 billion
0 2 3.5 % was increased by Total operating expenses to 2.78 billion from 2.69 billion	Total operating expenses increased 3.5 % to 2.78 billion from 2.69 billion
1 0 Total operating expenses increased 3.5 % to 2.78 billion from 2.69 billion	Total operating expenses increased 3.5 %
1 2 3.5 % was increased by Total operating expenses to 2.78 billion from 2.69 billion	Total operating expenses increased 3.5 %
1 0 3.5 % was increased by Total operating expenses to 2.78 billion from 2.69 billion	3.5 % was increased
1 1 Total operating expenses increased 3.5 % to 2.78 billion from 2.69 billion	3.5 % was increased
0 1 a reflects 2-for-1 stock split effective Dec. 30 1988	2-for-1 stock split effective Dec. 30 1988 is reflected by a
0 2 2-for-1 stock split effective Dec. 30 1988 is reflected by a	a reflects 2-for-1 stock split effective Dec. 30 1988
1 0 2-for-1 stock split effective Dec. 30 1988 is reflected by a	2-for-1 stock split effective Dec. 30 1988 is reflected
1 1 a reflects 2-for-1 stock split effective Dec. 30 1988	2-for-1 stock split effective Dec. 30 1988 is reflected
0 1 The announcement made after the close of trading caught analysts by surprise	analysts were caught by The announcement made after the close of trading by surprise
0 2 analysts were caught by The announcement made after the close of trading by surprise	The announcement made after the close of trading caught analysts by surprise
1 0 The announcement made after the close of trading caught analysts by surprise	The announcement made caught analysts
1 2 analysts were caught by The announcement made after the close of trading by surprise	The announcement made caught analysts
1 0 analysts were caught by The announcement made after the close of trading by surprise	analysts were caught
1 1 The announcement made after the close of trading caught analysts by surprise	analysts were caught
0 1 The latest quarter includes a 42.7 million addition to loan-loss reserves	a 42.7 million addition to loan-loss reserves is included by The latest quarter
0 2 a 42.7 million addition to loan-loss reserves is included by The latest quarter	The latest quarter includes a 42.7 million addition to loan-loss reserves
1 0 The latest quarter includes a 42.7 million addition to loan-loss reserves	The latest quarter includes a 42.7 million addition
1 2 a 42.7 million addition to loan-loss reserves is included by The latest quarter	The latest quarter includes a 42.7 million addition
1 0 a 42.7 million addition to loan-loss reserves is included by The latest quarter	a 42.7 million addition is included
1 1 The latest quarter includes a 42.7 million addition to loan-loss reserves	a 42.7 million addition is included
0 1 The latest quarter included a 6.6 million write-down of investments	a 6.6 million write-down of investments was included by The latest quarter
0 2 a 6.6 million write-down of investments was included by The latest quarter	The latest quarter included a 6.6 million write-down of investments
1 0 The latest quarter included a 6.6 million write-down of investments	The latest quarter included a 6.6 million write-down
1 2 a 6.6 million write-down of investments was included by The latest quarter	The latest quarter included a 6.6 million write-down
1 0 a 6.6 million write-down of investments was included by The latest quarter	a 6.6 million write-down was included
1 1 The latest quarter included a 6.6 million write-down of investments	a 6.6 million write-down was included
0 1 Soybean production swells 24 %	24 % is swelled by Soybean production
0 2 24 % is swelled by Soybean production	Soybean production swells 24 %
1 0 24 % is swelled by Soybean production	24 % is swelled
1 1 Soybean production swells 24 %	24 % is swelled
0 1 Next year may see a drop of one percentage point	a drop of one percentage point may be seen by Next year
0 2 a drop of one percentage point may be seen by Next year	Next year may see a drop of one percentage point
1 0 Next year may see a drop of one percentage point	Next year may see a drop
1 2 a drop of one percentage point may be seen by Next year	Next year may see a drop
1 0 a drop of one percentage point may be seen by Next year	a drop may be seen
1 1 Next year may see a drop of one percentage point	a drop may be seen
0 1 Food companies probably wo n't cut their prices much blaming other costs	their prices probably wo n't be cut by Food companies much blaming other costs
0 2 their prices probably wo n't be cut by Food companies much blaming other costs	Food companies probably wo n't cut their prices much blaming other costs
1 0 their prices probably wo n't be cut by Food companies much blaming other costs	their prices probably wo n't be cut much blaming other costs
1 1 Food companies probably wo n't cut their prices much blaming other costs	their prices probably wo n't be cut much blaming other costs
0 1 Two cans cost 89 cents during the drought	89 cents were cost by Two cans during the drought
0 2 89 cents were cost by Two cans during the drought	Two cans cost 89 cents during the drought
1 0 Two cans cost 89 cents during the drought	Two cans cost 89 cents
